E-Number,Name,Alternative Name,Function,Status,Source,Health Info,Uses,Link
E-number: 554, Aluminium Sodium SilicateAlternative Names :Sodium Aluminosilicate.Function: Anticaking AgentStatus:HalaalSource: mineral & synthetic.,"Uses:Beverage whitener, baking powder, dry soup mixOther Uses: Barrier cream, depilatories",,Halaal,mineral & synthetic.,Health Code: Yellowsafe in food use at low levels [see E173],"Beverage whitener, baking powder, dry soup mixOther",https://sanha.org.za/2009/12/14/e554-aluminium-sodium-silicate/
E-number: 555, Pottasium Aluminium SilicateAlternative Names :Mica.Function: Anticaking AgentStatus:HalaalSource: mineral muscovite.,Uses:Cheese and cheese products,,Halaal,mineral muscovite.,Health Code: Yellowsee Aluminium E173,Cheese and cheese products,https://sanha.org.za/2009/12/14/e555-pottasium-aluminium-silicate/
E-number: 556, Aluminium Calcium SilicateAlternative Names :Calcium Aluminium Silicate.Function: Anticaking AgentStatus:HalaalSource: mineral,"Uses:Garlic salt, table salt, vanilla powder",,Halaal,mineral,Health Code: Yellowsafe in food use at low levels [see E173],"Garlic salt, table salt, vanilla powder",https://sanha.org.za/2009/12/14/e556-aluminium-calcium-silicate/
E-number: 558," BetoniteAlternative Names :Bentonitum; soap clay.Function: Thickener, Anticaking agentStatus:HalaalSource: clay deposite.","Uses:Colouring in wine, sugar brewing and purification, settling wine sedimentsOther Uses: Cosmetics, facial masks, animal and poultry feeds, detergents",,Halaal,clay deposite.,"Health Code: Yellowsafe in food use, may clog skin pores inhibiting proper skin function [see E173]","Colouring in wine, sugar brewing and purification, settling wine sedimentsOther",https://sanha.org.za/2009/12/14/e558-betonite/
E-number: 559, KaolinAlternative Names :Kaolin heavy or light; Aluminium silicate.Function: Anticaking AgentStatus:HalaalSource: mineral.,"Uses:Beer productionOther Uses: Baby powder, bath powder, face powder",,Halaal,mineral.,Health Code: Yellowsafe in food use. [see E173],Beer productionOther,https://sanha.org.za/2009/12/14/e559-kaolin/
E-number: 574," Gluconic AcidAlternative Names :D-gluconic acid; dextronic acid; maltonic acid; glyconic acid; glycogenic acid; pentahydroxy caproic acid.Function: Anticaking Agent, SequestrantStatus:HalaalSource: prepared from glucose or corn.","Uses:Unstandardised foodsOther Uses: Cosmetics, metal cleaners and degreasers",,Halaal,prepared from glucose or corn.,Health Code: Greensafe in food use,Unstandardised foodsOther,https://sanha.org.za/2009/12/14/e574-gluconic-acid/
E-number: 575," D-Glucono-1,5-lactoneAlternative Names :Glucono delta-lactone.Function: Acidity RegulatorStatus:HalaalSource: synthetic from glucose.","Uses:Cottage cheese, meat processing, jelly powder, canned vegetablesOther Uses: Cleaning agents, brewing beer",,Halaal,synthetic from glucose.,"Health Code: Greensafe in food use at low levels, excess can cause diarrhoea","Cottage cheese, meat processing, jelly powder, canned vegetablesOther",https://sanha.org.za/2009/12/14/e575-d-glucono-15-lactone/
E-number: 576," Sodium GluconateAlternative Names :Gluconic acid sodium salt.Function: Acidity Regulator, SequestrantStatus:HalaalSource: synthetic from glucose.","Uses:Other Uses: Metal cleaner, paint stripper, metal plating, rust remover",,Halaal,synthetic from glucose.,"Health Code: Greensafe in food use, people with heart disease or high blood pressure may wish to avoid or limit",Other,https://sanha.org.za/2009/12/14/e576-sodium-gluconate/
E-number: 577, Potassium GluconateAlternative Names :Gluconic acid potassium salt.Function: SequestrantStatus:HalaalSource: synthetic from glucose.,Uses:Soda water,,Halaal,synthetic from glucose.,Health Code: Greensafe in food use,Soda water,https://sanha.org.za/2009/12/14/e577-potassium-gluconate/
E-number: 578, Calcium GluconateAlternative Names :Gluconic acid calcium salt.Function: Buffer SequestrantStatus:HalaalSource: synthetic from glucose.,"Uses:Preserves, infant formula, anticaking of coffee powderOther Uses: Cosmetics, animal feed",,Halaal,synthetic from glucose.,"Health Code: YellowGastric irritation, stomach problems, heart problems","Preserves, infant formula, anticaking of coffee powderOther",https://sanha.org.za/2009/12/14/e578-calcium-gluconate/
E-number: 579," Ferrous GluconateAlternative Names :Fergon; Ferlucon; Ferronicum; Gluco-Ferrum; Iromon; Irox; Nionate.Function: Colour retention agent, FlavouringStatus:HalaalSource: synthetic chemical.","Uses:Infant formula, dietary food, preserved lipe olivesOther Uses: Iron supplements",,Halaal,synthetic chemical.,"Health Code: RedToxic in large amounts, diarrhoea, vomiting, may affect gastrointestinal tract, liver, stomach, caused tumours in mice","Infant formula, dietary food, preserved lipe olivesOther",https://sanha.org.za/2009/12/14/e579-ferrous-gluconate/
E-number: 585, Ferrous LactateAlternative Names :N/AFunction: Colour fixativeStatus:HalaalSource: lactic acid.,Uses:Dietary supplement,,Halaal,lactic acid.,"Health Code: Greensafe in food use, caused tumours in mice when injected under the skin",Dietary supplement,https://sanha.org.za/2009/12/14/e585-ferrous-lactate/
E-number: 586, 4-HexylresorcinolAlternative Names :ST 37; Ascaryl; Caprokol; Crystoids; Gelovermin; Sucrets; Worm-agen.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e586-4-hexylresorcinol/
E-number: 620," L-Glutamic AcidAlternative Names :aminoglutaric acid; 2-aminopentanedioic acid; 1-aminopropane-1,3-dicarboxylic acid.Function: Flavour enhancer, AntioxidantStatus:HalaalSource: microbiological fermentation or acid hydrolysis of vegetable proteins.","Uses:Adding meat flavour to foods, improving the taste of beer (together with hydrochrolic acid)Other Uses: Cosmetics, permanent wave lotion, treatment of epilepsy.",,Halaal,microbiological fermentation or acid hydrolysis of vegetable proteins.,"Health Code: YellowAsthma, headache, nausea, sleep disturbances","Adding meat flavour to foods, improving the taste of beer (together with hydrochrolic acid)",https://sanha.org.za/2009/12/14/e620-l-glutamic-acid/
E-number: 621, MonoSodium GlutamateAlternative Names :MSG; Sodium hydrogen L-glutamate; Aji-no-moto; Sodium glutamate monohydrate; AccentFunction: Flavour enhancerStatus:HalaalSource: fermentation using molasses from cane or beet sugar or wheat protein.,,,Halaal,fermentation using molasses from cane or beet sugar or wheat protein.,"Health Code: RedBronchospasm, heart palpitations, abdominal discomfort, irritability, fibromyalgia, nausea, depression, headache, migraine, asthma, blurred vision, vertigo, sight impairment, teratogenic, aspirin sensitive people may wish to avoid, NRC","May be found in packet soup, quick soup, flavoured noodles, textured protein, malt extract, yeast extract, TVP, soy sauce, gelatine, flavourings (chicken, beef, pork, smoke).",https://sanha.org.za/2009/12/14/e621-monosodium-glutamate/
E-number: 622, monoPotassium GlutamateAlternative Names :Potassium hydrogen L-glutamate.Function: Flavour enhancerStatus:HalaalSource: synthetic from glutamic acid.,Uses:Low sodium salt substitute,,Halaal,synthetic from glutamic acid.,Health Code: Redsee Monodium Glutamate E621,Low sodium salt substitute,https://sanha.org.za/2009/12/14/e622-monopotassium-glutamate/
E-number: 623, Calcium Dihydrogen di-L-glutamateAlternative Names :N/AFunction: Flavour enhancerStatus:HalaalSource: synthetic from glutamic acid.,Uses:Low sodium salt substitute,,Halaal,synthetic from glutamic acid.,"Health Code: YellowAsthma, aspirin sensitive people may wish to avoid, probably similar to MSG",Low sodium salt substitute,https://sanha.org.za/2009/12/14/e623-calcium-dihydrogen-di-l-glutamate/
E-number: 624, Monoammonium GlutamateAlternative Names :Ammonium glutamate.Function: Flavour enhancerStatus:HalaalSource: Synthetic chemical.,Uses:Low sodium salt substitute,,Halaal,Synthetic chemical.,"Health Code: YellowContains MSG, allergic reactions",Low sodium salt substitute,https://sanha.org.za/2009/12/14/e624-monoammonium-glutamate/
E-number: 625, Magnesium DiglutamateAlternative Names :Magnesium glutamate.Function: Flavour enhancerStatus:HalaalSource: synthetic chemical.,Uses:Low sodium salt substitute,,Halaal,synthetic chemical.,"Health Code: Greensafe in food use at low levels, contains MSG, excess may have a laxative effect",Low sodium salt substitute,https://sanha.org.za/2009/12/14/e625-magnesium-diglutamate/
E-number: 626, Guanylic acidAlternative Names :5-guanylic acidFunction: Flavour enhancerStatus:HalaalSource: yeast or sardines or micro synthesised.,"Uses:Canned foods, sauces, soup, snacks",,Halaal,yeast or sardines or micro synthesised.,Health Code: GreenMildly toxic by ingestion,"Canned foods, sauces, soup, snacks",https://sanha.org.za/2009/12/14/e626-guanylic-acid/
E-number: 627, Sodium GuanylateAlternative Names :Guanosine 5-disodium phosphate.Function: Flavour enhancerStatus:HalaalSource: synthetic; guanylic acid.,Uses:Other Uses:,,Halaal,synthetic; guanylic acid.,"Health Code: YellowAspirin sensitive people may wish to avoid, people with gout or uric acid kidney stones may wish to avoid, NRCCanned foods, sauces, snack foods, soups",Other,https://sanha.org.za/2009/12/14/e627-sodium-guanylate/
E-number: 628, Dipotassium GuanylateAlternative Names :Potassium guanylate; Potassium 5-guanylate.Function: Flavour enhancerStatus:HalaalSource: guanylic acid.,Uses:Canned vegetables,,Halaal,guanylic acid.,"Health Code: Greensafe in food use, people with gout or uric acid kidney stones may wish to avoid",Canned vegetables,https://sanha.org.za/2009/12/14/e628-dipotassium-guanylate/
E-number: 629, Calcium GuanylateAlternative Names :Calcium 5-guanylate.Function: Flavour enhancerStatus:HalaalSource: guanylic acid.,,,Halaal,guanylic acid.,"Health Code: Greensafe in food use, may trigger gout
E-number: 636," MaltolAlternative Names :3-Hydroxy-2-methyl-(1,4-pyran); 3-Hydroxy-2-methyl-4H-pyran-4-one; Larixinic acid; 2-Methyl pyromeconic acid; Palatone; Veltol.Function:Status:HalaalSource: Source: synthetic chemical also from trees.",,,Halaal,,,,https://sanha.org.za/2009/12/14/e636-maltol/
E-number: 637, Ethyl MaltolAlternative Names :3-Hydroxy-2-ethyl-4-pyrone; 2-Ethyl pyromeconic acid; 3-Ethyl-2-hydroxy-4H-pyran-4-one; 2-Ethyl-3-ol-4H-pyran-4-one.Function:Status:HalaalSource: Source: synthetic from maltol.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e637-ethyl-maltol/
E-number: 650, Zinc AcetateAlternative Names :N/AFunction: Flavour enhancerStatus:HalaalSource: synthetic chemical,"Uses:Chewing gumOther Uses: Dietary supplement, animal feed",,Halaal,synthetic chemical,"Health Code: Greensafe in food use at low levels, large doses can cause nausea and vomiting",Chewing gumOther,https://sanha.org.za/2009/12/14/e650-zinc-acetate/
E-number: 900, DimethylpolysiloxaneAlternative Names :Simethicone; Dimethicone.Function: Antifoaming agentStatus:HalaalSource: synthetic.,"Uses:Chewing gum, soft drinks, jam, instant coffee, cordials",,Halaal,synthetic.,"Health Code: YellowAcute or delayed hyper-sensitivity reactions, nausea, diarrhoea","Chewing gum, soft drinks, jam, instant coffee, cordials",https://sanha.org.za/2009/12/14/e900-dimethylpolysiloxane/
E-number: 901, BeeswaxAlternative Names :Beeswax white or yellow.Function: Glazing and polishing agentStatus:HalaalSource: bee honeycomb.,"Uses:Confectionery, soft drinks, chewing gumOther Uses: Mascara, eye make-up, baby cream, lipstick, cosmetics",,Halaal,bee honeycomb.,"Health Code: Greensafe in food use, can cause mild allergic reactions and contact dermatitis","Confectionery, soft drinks, chewing gumOther",https://sanha.org.za/2009/12/14/e901-beeswax/
E-number: 902," Candelilla WaxAlternative Names :N/AFunction: Glazing agent, EmollientStatus:HalaalSource: from candelilla plants","Uses:Coating for foods, chewing gum",,Halaal,from candelilla plants,Health Code: Greensafe in food use but needs further testing,"Coating for foods, chewing gum",https://sanha.org.za/2009/12/14/e902-candelilla-wax/
E-number: 903," Carnuaba WaxAlternative Names :N/AFunction: Glazing agent, TexturiserStatus:HalaalSource: from leaves of Brazillian wax palm.","Uses:Confectionery, waxed fruit, fruit juice, sauces",,Halaal,from leaves of Brazillian wax palm.,"Health Code: GreenRarely causes allergic reactions, contact dermatitis, gastric irritation","Confectionery, waxed fruit, fruit juice, sauces",https://sanha.org.za/2009/12/14/e903-carnuaba-wax/
E-number: 904,Alternative Names :N/AFunction: Glazing agentStatus: HalaalSource: Source: resin of lac insect,,,,,"Health Code: Greensafe in food use, allergic contact dermatitis, skin irritation","Tablet sealer; Varnish or glazing; Sweets, waxed fruit",https://sanha.org.za/2009/12/10/e904-shellac/
E-number: 905, Mineral HydrocarbonsAlternative Names :N/AFunction: Glazing agentStatus:HalaalSource: petroleum distillate.,"Uses:Cake decorationsOther Uses: Tablet coatings, laminating paper and foils",,Halaal,petroleum distillate.,Health Code: Greensafe in food use,Cake decorationsOther,https://sanha.org.za/2009/12/14/e905-mineral-hydrocarbons/
E-number: 905a, Mineral OilAlternative Names :Liquid paraffin; Liquid Petrolatum; paraffin oil; Nujol.Function:Status:HalaalSource: Source: from petroleum.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e905a-mineral-oil/
E-number: 906, Gum BenzoicAlternative Names :Gum Benzoin; gum benzoe.Function:Status:HalaalSource: Source: from Sytroc tree.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e906-gum-benzoic/
E-number: 907, Refined Microcrystalline WaxAlternative Names :N/AFunction:Status:HalaalSource: Source: petroleum.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e907-refined-microcrystalline-wax/
E-number: 908, Rice Bran WaxAlternative Names :N/AFunction:Status:HalaalSource: Source: rice.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e908-rice-bran-wax/
E-number: 912, Montanic acid estersAlternative Names :Montan Wax; lignite wax.Function: Surface coatingStatus:HalaalSource: from lignite. Bleaching of Montan wax (palm fossil).,"Uses:Protective layer on fruit skins, coating on foods",,Halaal,from lignite. Bleaching of Montan wax (palm fossil).,Health Code: YellowInsufficient information to assess,"Protective layer on fruit skins, coating on foods",https://sanha.org.za/2009/12/14/e912-montanic-acid-esters/
E-number: 913, LanolinAlternative Names :Sheep wool grease; wool fat; oesipos; agnin; alapurin.Function:Status:HalaalSource: Source: sheep secretion found on wool.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e913-lanolin/
E-number: 914, Oxidised Polyethylene WaxAlternative Names :N/AFunction: HumectantStatus:HalaalSource: synthetic chemical.,Uses:Used as a protective coating on fruits and vegetables,,Halaal,synthetic chemical.,"Health Code: YellowCarcinogenic?, kidney and liver damage",Used as a protective coating on fruits and vegetables,https://sanha.org.za/2009/12/14/e914-oxidised-polyethylene-wax/
E-number: 922, Potassium PersulphateAlternative Names :potassium persulfate; Anthion.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e922-potassium-persulphate/
E-number: 923, Ammonium PersulphateAlternative Names :ammonium persulfate; ammonium peroxydisufate.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e923-ammonium-persulphate/
E-number: 924, Potassium BromateAlternative Names :N/AFunction:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e924-potassium-bromate/
E-number: 925, ChlorineAlternative Names :N/AFunction:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e925-chlorine/
E-number: 926, Chlorine DioxideAlternative Names :Chlorine peroxide.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e926-chlorine-dioxide/
E-number: 927, AzodicabonamideAlternative Names :Azoforamide; Azo dicarboxillic acid; Azo bisformamide.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e927-azodicabonamide/
E-number: 927b," CarbamideAlternative Names :Urea; carbonyldiamideFunction: Browning agent, DeodoriserStatus:HalaalSource: synthetic chemical.","Uses:Baked goods, chewing gum, pretzels",,Halaal,synthetic chemical.,"Health Code: Greensafe in food use, skin irritation, allergic reactions, headache","Baked goods, chewing gum, pretzels",https://sanha.org.za/2009/12/14/e927b-carbamide/
E-number: 928, Benzoyl PeroxideAlternative Names :dibenzyl peroxide; benzoyl superoxide.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e928-benzoyl-peroxide/
E-number: 930, Calcium PeroxideAlternative Names :calcium dioxide.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e930-calcium-peroxide/
E-number: 938, ArgonAlternative Names :N/AFunction: Packaging gasStatus:HalaalSource: Air,Uses:Packaging of foodsOther Uses: Welding,,Halaal,Air,Health Code: Greensafe in food use,Packaging of foodsOther,https://sanha.org.za/2009/12/13/e938-argon/
E-number: 939," HeliumAlternative Names :N/AFunction: Packaging gas, PropellantStatus:HalaalSource: Natural gas.","Uses:Other Uses: Arc welding, inflating balloons",,Halaal,Natural gas.,Health Code: Greensafe in food use,Other,https://sanha.org.za/2009/12/13/e939-helium/
E-number: 940, DichlorodifluoromethaneAlternative Names :difluorodichloromethane; Freon 12; Frigen 12; Halon.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/13/e940-dichlorodifluoromethane/
E-number: 941," NitrogenAlternative Names :N/AFunction: Propellant, Packing gasStatus:HalaalSource: Air.",Uses:Freezing and vacuum packing of foods,,Halaal,Air.,Health Code: Greensafe in food use,Freezing and vacuum packing of foods,https://sanha.org.za/2009/12/13/e941-nitrogen/
E-number: 942, Nitrous OxideAlternative Names :Dinitrogen monoxide; laughing gas; hyponitrous acid anhydride; factitious air.Function: PropellantStatus:HalaalSource: synthetic chemical.,"Uses:Flour (bleeched), food aerosols",,Halaal,synthetic chemical.,Health Code: Greensafe in food use,"Flour (bleeched), food aerosols",https://sanha.org.za/2009/12/13/e942-nitrous-oxide/
E-number: 943a, ButaneAlternative Names :n-butaneFunction: ColouringStatus:HalaalSource: petroleum.,Uses:RefrigerantOther Uses: Aerosol cosmetics,,Halaal,petroleum.,"Health Code: YellowAnimal carcinogen, CNS depression, on NIH hazards list, neurotoxicity",RefrigerantOther,https://sanha.org.za/2009/12/13/e943a-butane/
E-number: 943b, IsobutaneAlternative Names :2-methyl propane; methyl propane.Function: PropellantStatus:HalaalSource: synthetic chemical.,Uses:Spray-on pan coatings,,Halaal,synthetic chemical.,Health Code: YellowSee Butane,Spray-on pan coatings,https://sanha.org.za/2009/12/13/e943b-isobutane/
E-number: 944," PropaneAlternative Names :Dimethylmethane; propyl hydride.Function: Propellant, AeratorStatus:HalaalSource: petroleum.",Uses:Foamed and sprayed foods,,Halaal,petroleum.,"Health Code: YellowMay be narcotic in high concentrations, neurotoxicity, being reassessed for safety",Foamed and sprayed foods,https://sanha.org.za/2009/12/13/e944-propane/
E-number, OxygenAlternative Names :N/AFunction: Packaging gasStatus:HalaalSource: Air.,Uses:Manufacture of cider,,Halaal,Air.,Health Code: Greensafe in food use,Manufacture of cider,https://sanha.org.za/2009/12/13/e948-oxygen/
E-number: 949, HydrogenAlternative Names :Protium.Function: Packaging gasStatus:HalaalSource: synthetic chemical.,"Uses:Hydrogenation of oils like soybean, corn and cottonseed",,Halaal,synthetic chemical.,Health Code: Greensafe in food use,"Hydrogenation of oils like soybean, corn and cottonseed",https://sanha.org.za/2009/12/13/e949-hydrogen/
E-number: 950," Acesulfame KAlternative Names :Acetosulfam K.Function: Artifificial Sweetener, Flavour EnhancerStatus:HalaalSource: synthetic chemical.","Uses:Artificial sweetener, low calorie foods, low joule chewing gumOther Uses: Oral care products",,Halaal,synthetic chemical.,"Health Code: RedCaused lung tumours, breast tumours, leukaemia, respiratory disease and cancer in animals","Artificial sweetener, low calorie foods, low joule chewing gumOther",https://sanha.org.za/2009/12/13/e950-acesulfame-k/
E-number: 951," AspartameAlternative Names :APM; SC 18862; Canderel; Equal; NutraSweet; Sanecta; Tri-SweetFunction: Artifificial Sweetener, Flavour EnhancerStatus:HalaalSource: synthetic chemical","Uses:Artificial sweeteners, low calorie foods, diet drinks, chewing gum, softdrinks, instant coffee and may be added to anything which is sugar free or without added sugar.",,Halaal,synthetic chemical,"Health Code: Red++headache, depression, anxiety, asthma, fatigue, hyperactivity, MS like symptoms, blindness, aggression, migraine, insomnia, dizziness, irritability, epilepsy, memory loss, seizures – more than 92 in all, NRC, not recommended for women durin pregnancy","Artificial sweeteners, low calorie foods, diet drinks, chewing gum, softdrinks, instant coffee and may be added to anything which is sugar free or without added sugar.",https://sanha.org.za/2009/12/13/e951-aspartame/
E-number: 952(i), Cylamic AcidAlternative Names :Cyclohexylsulfamic acid; cyclohexanesulfamic acid; hexamic acid.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/13/e952i-cylamic-acid/
E-number: 952(iii), Calcium CyclamateAlternative Names :Cyclamic acid calcium salt; Cyclan; Sucaryl calcium.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/13/e952iii-calcium-cyclamate/
E-number: 953," IsomaltAlternative Names :Palatinin; hydrogenated isomaltulose.Function: Artificial Sweetener, ThickenerStatus:HalaalSource: synthetically from sucrose.","Uses:Ice cream, jams, baked goodsOther Uses: Cosmetics",,Halaal,synthetically from sucrose.,"Health Code: Greensafe in food use, gastric irritation","Ice cream, jams, baked goodsOther",https://sanha.org.za/2009/12/13/e953-isomalt/
E-number: 954, Saccharin and its SaltsAlternative Names :Benzosulphamide; o-sulphobenzimide; o-suphobenzoic acid imide; Glucide; Glucid; Saccharin sodium; Saccharin potassium; Saccharin calcium.Function: Artificial SweetenerStatus:HalaalSource: synthetic chemical.,"Uses:Diet soft drinks, sugar substituteOther Uses: Chewable aspirin, pharmaceutical preparations",,Halaal,synthetic chemical.,"Health Code: RedHives, pruritis, NRC, eczema, nausea, diarrhoea, diuresis, headache, mutagenic, carcinogenic, teratogenic","Diet soft drinks, sugar substituteOther",https://sanha.org.za/2009/12/13/e954-saccharin-and-its-salts/
E-number: 955, SucraloseAlternative Names :N/AFunction: Artificial SweetenerStatus:HalaalSource: chlorinated sucrose derivative.,"Uses:Confectionery, fruit spreads, desserts, baked goods",,Halaal,chlorinated sucrose derivative.,"Health Code: YellowThymus shrinkage, kidney and liver enlargement in animal studies","Confectionery, fruit spreads, desserts, baked goods",https://sanha.org.za/2009/12/13/e955-sucralose/
E-number: 957," ThaumatinAlternative Names :TalinFunction: Flavour enhancer, SweetenerStatus:HalaalSource: fruit extract of Benth tree.","Uses:Chewing gum, Japanese seasonings?",,Halaal,fruit extract of Benth tree.,Health Code: Greensafe in food use,"Chewing gum, Japanese seasonings?",https://sanha.org.za/2009/12/13/e957-thaumatin/
E-number: 959," Neohesperidine DihydroChalconeAlternative Names :Neohesperidine DCFunction: Sweetener, Flavour enhancerStatus:HalaalSource: synthetically from naringen (from grapefruit).","Uses:Cheese, chewing gum, snack foods, instant coffeeOther Uses: Specialty beers",,Halaal,synthetically from naringen (from grapefruit).,Health Code: Greensafe in food use,"Cheese, chewing gum, snack foods, instant coffeeOther",https://sanha.org.za/2009/12/13/e959-neohesperidine-dihydrochalcone/
E-number: 962, Salt of Aspartame-AcesulfameAlternative Names :N/AFunction: Artificial SweetenerStatus:HalaalSource: from aspartame & acesulfame.,"Uses:Instant pudding mix, dairy shake mixes, chewing gum, chocolate",,Halaal,from aspartame & acesulfame.,Health Code: RedSee Aspartame [E951] and Acesulfame K [E950],"Instant pudding mix, dairy shake mixes, chewing gum, chocolate",https://sanha.org.za/2009/12/13/e962-salt-of-aspartame-acesulfame/
E-number: 965(i), MaltitolAlternative Names :Hydrogenated maltose; D-maltitol.Function:Status:HalaalSource: Source: from maltose & glucose.,,,Halaal,,,,https://sanha.org.za/2009/12/13/e965i-maltitol/
E-number: 965(ii), Maltitol SyrupAlternative Names :HGS; hydrogenated glucose syrup; Lycasin.Function:Status:HalaalSource: Source: from glucose & maltose.,,,Halaal,,,,https://sanha.org.za/2009/12/13/e965ii-maltitol-syrup/
E-number: 966," LactitolAlternative Names :Lactositol; lactit; lactobiosit.Function: Artificial Sweetener, TexturiserStatus:HalaalSource: lactose derivative.","Uses:Baked goods, chewing gum",,Halaal,lactose derivative.,Health Code: Greensafe in food use,"Baked goods, chewing gum",https://sanha.org.za/2009/12/13/e966-lactitol/
E-number: 967," XylitolAlternative Names :D-xylitol; Xyliton; xylite.Function: Humectant, StabiliserStatus:HalaalSource: sythetic from xylose or xylan from plants.","Uses:Ice cream, chocolate, jams, confectionery, chewing gum, toffee, mintsOther Uses: Toothpaste",,Halaal,sythetic from xylose or xylan from plants.,"Health Code: Greensafe in food use at low levels, reported to have beneficial effects on health, large doses cause diarhhoea and flatulence, has caused tumours in rats","Ice cream, chocolate, jams, confectionery, chewing gum, toffee, mintsOther",https://sanha.org.za/2009/12/13/e967-xylitol/
E-number: 968,"E-number: 968 ErythritolAlternative Names :Erythrol; erythrite; meso-erythritol; erytroglucin; phycite.Function:Status: HalaalSource: Source: from algae, lichens, & grasses.",,,,,,,https://sanha.org.za/2009/12/13/e968-erythritol/
E-number: 999," Quillaia ExtractAlternative Names :QuillajaFunction: Foaming agent, FlavouringStatus:HalaalSource: bark extract of Quillaja tree.","Uses:Soft drinks, ice cream, sweets",,Halaal,bark extract of Quillaja tree.,"Health Code: Greensafe in food use, gastrointestinal irritation, large doses can cause liver damage, respiratory failure, convulsions and coma","Soft drinks, ice cream, sweets",https://sanha.org.za/2009/12/10/e999-quillaia-extract/
